,Player,team_name,sub_position,Nation,Age,minutes_played,competition,matches_played,Starts,Rank_Defensive Duels SEPI,Rank_Aerial SEPI,Rank_Passing SEPI,Rank_p90_pmin_errors,Rank_p90_pmin_ball_recoveries,Rank_p90_pmin_Gls,Rank_p90_pmin_Ast,Rank_p90_pmin_shot_creating_actions_p90,Rank_G-xG,Rank_p90_pmin_interceptions,Rank_p90_pmin_progressive_passes,Rank_p90_pmin_dispossessed,Rank_p90_pmin_errors,Rank_p90_pmin_key_passes,Rank_Dribble SEPI,Position Specific Index,Team Final League Ranking
469,Unai García,Osasuna,Centre-Back,es ESP,28,1242,es La Liga,17,13,0.086834734,0.038655462,0.090196078,0.228011204,0.601120448,0.236134454,0.321848739,0.619047619,0.357623318,0.203361345,0.342857143,0.046498599,0.228011204,0.542857143,0.87394958,0.117759104,11
470,Unai García,Osasuna,Centre-Back,es ESP,27,536,es La Liga,8,6,0.749579832,0.530532213,0.037535014,0.228011204,0.461064426,0.971988796,0.321848739,0.933333333,0.863789238,0.470868347,0.384313725,0.046498599,0.228011204,0.404481793,0.845378151,0.310140056,10
471,Federico Gatti,Juventus,Centre-Back,it ITA,24,1448,it Serie A,18,16,0.687394958,0.322128852,0.617927171,0.908683473,0.728291317,0.236134454,0.321848739,0.83697479,0.261491031,0.440336134,0.617927171,0.836414566,0.908683473,0.821848739,0.824089636,0.289411765,7
472,Samuel Gigot,Marseille,Centre-Back,fr FRA,28,1879,fr Ligue 1,26,24,0.220728291,0.917647059,0.691876751,0.612885154,0.370308123,0.848739496,0.932773109,0.63697479,0.261491031,0.91092437,0.633613445,0.436694678,0.612885154,0.473389356,0.158543417,0.317535014,3
473,Óscar Gil,Espanyol,Centre-Back,es ESP,25,2559,es La Liga,33,31,0.60280112,0.010644258,0.115966387,0.530532213,0.193837535,0.236134454,0.719887955,0.606162465,0.261491031,0.257703081,0.08907563,0.905882353,0.530532213,0.908683473,0.119327731,0.078543417,19
474,Óscar Gil,Espanyol,Centre-Back,es ESP,24,1688,es La Liga,22,20,0.955182073,0.008963585,0.332212885,0.868347339,0.073389356,0.236134454,0.951260504,0.728851541,0.496636771,0.20280112,0.079551821,0.952380952,0.868347339,0.970308123,0.157422969,0.100280112,14
475,Matthias Ginter,Freiburg,Centre-Back,de GER,28,3060,de Bundesliga,34,34,0.0767507,0.804481793,0.485154062,0.809803922,0.536694678,0.909243697,0.662745098,0.371428571,0.983464126,0.213445378,0.641456583,0.351820728,0.809803922,0.830252101,0.227170868,0.218655462,5
476,Matthias Ginter,M'Gladbach,Centre-Back,de GER,27,2355,de Bundesliga,28,27,0.517647059,0.707563025,0.580392157,0.228011204,0.458823529,0.563585434,0.321848739,0.845378151,0.124439462,0.405042017,0.853781513,0.341176471,0.228011204,0.936134454,0.40280112,0.407282913,10
477,Matthias Ginter,M'Gladbach,Centre-Back,de GER,26,3060,de Bundesliga,34,34,0.341176471,0.714285714,0.660504202,0.228011204,0.549579832,0.678711485,0.662745098,0.340616246,0.83632287,0.6,0.903641457,0.351820728,0.228011204,0.717086835,0.771988796,0.407507003,8
478,Matthias Ginter,M'Gladbach,Centre-Back,de GER,25,2780,de Bundesliga,31,31,0.361904762,0.780392157,0.681792717,0.834733894,0.357983193,0.514005602,0.689635854,0.475070028,0.218329596,0.266106443,0.859943978,0.100280112,0.834733894,0.63837535,0.534453782,0.269467787,4
479,Matthias Ginter,M'Gladbach,Centre-Back,de GER,24,2379,de Bundesliga,27,27,0.306442577,0.584313725,0.732773109,0.549579832,0.189355742,0.783753501,0.321848739,0.642016807,0.718049327,0.03697479,0.936134454,0.638655462,0.549579832,0.788795518,0.227170868,0.252661064,5
480,Andrei Girotto,Nantes,Centre-Back,br BRA,30,3149,fr Ligue 1,36,36,0.850420168,0.676190476,0.446498599,0.469467787,0.279551821,0.484033613,0.655462185,0.341736695,0.218329596,0.889635854,0.73557423,0.503081232,0.469467787,0.821288515,0.11092437,0.356638655,16
481,Andrei Girotto,Nantes,Centre-Back,br BRA,29,3146,fr Ligue 1,36,36,0.764145658,0.721568627,0.342857143,0.228011204,0.644257703,0.974789916,0.656582633,0.251820728,0.996356502,0.850980392,0.509243697,0.434173669,0.228011204,0.634733894,0.280672269,0.448963585,9
482,Andrei Girotto,Nantes,Centre-Back,br BRA,28,2668,fr Ligue 1,34,29,0.794957983,0.690756303,0.307002801,0.228011204,0.256582633,0.527731092,0.705882353,0.386554622,0.30661435,0.855462185,0.727170868,0.196638655,0.228011204,0.785434174,0.296358543,0.364257703,18
483,Andrei Girotto,Nantes,Centre-Back,br BRA,27,2177,fr Ligue 1,25,25,0.983193277,0.459383754,0.565266106,0.571988796,0.53837535,0.586554622,0.321848739,0.210084034,0.420683857,0.524929972,0.38487395,0.121008403,0.571988796,0.253781513,0.185154062,0.394845938,13
484,Andrei Girotto,Nantes,Centre-Back,br BRA,26,1475,fr Ligue 1,20,18,0.994397759,0.579271709,0.272268908,0.681232493,0.479551821,0.920448179,0.321848739,0.81512605,0.899383408,0.764705882,0.874509804,0.870588235,0.681232493,0.816246499,0.271428571,0.328851541,12
485,Ben Godfrey,Everton,Centre-Back,eng ENG,24,802,eng Premier League,13,10,0.391596639,0.094117647,0.011204482,0.884033613,0.090196078,0.236134454,0.957983193,0.705882353,0.083520179,0.146778711,0.214565826,0.803361345,0.884033613,0.78487395,0.078431373,-0.059383754,17
486,Ben Godfrey,Everton,Centre-Back,eng ENG,23,2029,eng Premier League,23,23,0.908123249,0.077310924,0.108683473,0.812885154,0.137254902,0.236134454,0.321848739,0.79047619,0.053251121,0.042577031,0.471708683,0.519047619,0.812885154,0.91092437,0.768627451,0.083697479,16
487,Ben Godfrey,Everton,Centre-Back,eng ENG,22,2685,eng Premier League,31,29,0.58767507,0.591036415,0.434733894,0.228011204,0.250980392,0.236134454,0.857703081,0.063305322,0.124439462,0.272829132,0.20952381,0.580392157,0.228011204,0.28627451,0.683473389,0.327282913,10
488,Ben Godfrey,Norwich City,Centre-Back,eng ENG,21,2644,eng Premier League,30,30,0.383193277,0.604481793,0.75070028,0.850420168,0.582072829,0.236134454,0.321848739,0.086834734,0.218329596,0.118207283,0.355742297,0.411764706,0.850420168,0.200560224,0.552380952,0.294005602,20
489,Joe Gomez,Liverpool,Centre-Back,eng ENG,25,1466,eng Premier League,21,15,0.943977591,0.366386555,0.8,0.905882353,0.963305322,0.236134454,0.321848739,0.820728291,0.496636771,0.579271709,0.968627451,0.766386555,0.905882353,0.108123249,0.655462185,0.433557423,5
490,Joe Gomez,Liverpool,Centre-Back,eng ENG,23,590,eng Premier League,7,6,0.314845938,0.342857143,0.929411765,0.228011204,0.51092437,0.236134454,0.321848739,0.82745098,0.646020179,0.031372549,0.940056022,0.887394958,0.228011204,0.34789916,0.955182073,0.374005602,3
491,Joe Gomez,Liverpool,Centre-Back,eng ENG,22,2004,eng Premier League,28,22,0.643137255,0.559103641,0.891876751,0.817927171,0.876190476,0.236134454,0.321848739,0.644817927,0.646020179,0.735014006,0.898039216,0.406722689,0.817927171,0.562184874,0.716526611,0.43047619,1
492,Joe Gomez,Liverpool,Centre-Back,eng ENG,21,1063,eng Premier League,16,12,0.557983193,0.347338936,0.731092437,0.228011204,0.722689076,0.236134454,0.321848739,0.854341737,0.420683857,0.336694678,0.549019608,0.496918768,0.228011204,0.931092437,0.755182073,0.426218487,2
493,Sergi Gómez,Espanyol,Centre-Back,es ESP,30,2339,es La Liga,29,26,0.24929972,0.270588235,0.53557423,0.555742297,0.18767507,0.236134454,0.321848739,0.105322129,0.149383408,0.220168067,0.089635854,0.046498599,0.555742297,0.4767507,0.028291317,0.137478992,19
494,Sergi Gómez,Espanyol,Centre-Back,es ESP,29,2720,es La Liga,31,31,0.752380952,0.063305322,0.504761905,0.722689076,0.029691877,0.520448179,0.854341737,0.139495798,0.83632287,0.452380952,0.048739496,0.28907563,0.722689076,0.280952381,0.295238095,0.125490196,14
495,Sergi Gómez,Sevilla,Centre-Back,es ESP,28,719,es La Liga,9,9,0.456582633,0.057142857,0.968627451,0.228011204,0.016246499,0.236134454,0.321848739,0.109243697,0.575952915,0.074509804,0.107002801,0.37254902,0.228011204,0.257703081,0.028291317,0.254117647,4
496,Sergi Gómez,Sevilla,Centre-Back,es ESP,27,717,es La Liga,13,8,0.858263305,0.024089636,0.771428571,0.228011204,0.239215686,0.236134454,0.321848739,0.788795518,0.496636771,0.134173669,0.287955182,0.046498599,0.228011204,0.259943978,0.523809524,0.332997199,4
497,Sergi Gómez,Sevilla,Centre-Back,es ESP,26,2765,es La Liga,32,31,0.949019608,0.332212885,0.535014006,0.504201681,0.108683473,0.236134454,0.321848739,0.226330532,0.17853139,0.436414566,0.500840336,0.284033613,0.504201681,0.387394958,0.028291317,0.284145658,6
498,Diego González,Elche,Centre-Back,es ESP,27,958,es La Liga,16,8,0.350140056,0.699159664,0.16022409,0.82745098,0.208403361,0.236134454,0.321848739,0.001960784,0.17853139,0.040336134,0.028011204,0.729971989,0.82745098,0.035854342,0.122689076,0.118095238,20
499,Diego González,Elche,Centre-Back,es ESP,26,1793,es La Liga,28,19,0.578431373,0.157422969,0.287394958,0.228011204,0.16302521,0.236134454,0.321848739,0.029691877,0.420683857,0.173669468,0.006722689,0.046498599,0.228011204,0.197759104,0.331652661,0.191652661,13
500,Diego González,Elche,Centre-Back,es ESP,25,1280,es La Liga,19,15,0.392717087,0.504761905,0.755742297,0.750140056,0.367507003,0.757983193,0.321848739,0.507563025,0.83632287,0.526890756,0.341736695,0.607843137,0.750140056,0.12605042,0.92605042,0.254117647,17
501,Oumar Gonzalez,Ajaccio,Centre-Back,cm CMR,24,2578,fr Ligue 1,30,29,0.329411765,0.439215686,0.281232493,0.228011204,0.570868347,0.236134454,0.321848739,0.005602241,0.124439462,0.78627451,0.141176471,0.812885154,0.228011204,0.077310924,0.116526611,0.278543417,18
502,Jeffrey Gouweleeuw,Augsburg,Centre-Back,nl NED,31,2795,de Bundesliga,32,32,0.618487395,0.389635854,0.054341737,0.706442577,0.888515406,0.236134454,0.68627451,0.545098039,0.053251121,0.679551821,0.352380952,0.635294118,0.706442577,0.837535014,0.715406162,0.248907563,15
503,Jeffrey Gouweleeuw,Augsburg,Centre-Back,nl NED,30,2576,de Bundesliga,29,29,0.277310924,0.117647059,0.060504202,0.228011204,0.843137255,0.755462185,0.321848739,0.461064426,0.646020179,0.73697479,0.416806723,0.60280112,0.228011204,0.683753501,0.828011204,0.214117647,14
504,Jeffrey Gouweleeuw,Augsburg,Centre-Back,nl NED,29,2835,de Bundesliga,32,32,0.263865546,0.128291317,0.253781513,0.69719888,0.768907563,0.508683473,0.321848739,0.42464986,0.863789238,0.922128852,0.767507003,0.273669468,0.69719888,0.859943978,0.709803922,0.143529412,13
505,Jeffrey Gouweleeuw,Augsburg,Centre-Back,nl NED,28,1645,de Bundesliga,21,18,0.393277311,0.272268908,0.127731092,0.228011204,0.822969188,0.236134454,0.808683473,0.53837535,0.646020179,0.866106443,0.234173669,0.319887955,0.228011204,0.672268908,0.783193277,0.277647059,15
506,Jeffrey Gouweleeuw,Augsburg,Centre-Back,nl NED,27,2092,de Bundesliga,25,24,0.942296919,0.285154062,0.205602241,0.579551821,0.940616246,0.236134454,0.912605042,0.577591036,0.218329596,0.960784314,0.918767507,0.931652661,0.579551821,0.793837535,0.31092437,0.358823529,15
507,Jonathan Gradit,Lens,Centre-Back,fr FRA,29,2823,fr Ligue 1,33,33,0.799159664,0.18487395,0.880112045,0.228011204,0.226330532,0.509243697,0.931652661,0.696918768,0.718049327,0.36022409,0.982633053,0.736134454,0.228011204,0.86162465,0.144537815,0.372492997,2
508,Jonathan Gradit,Lens,Centre-Back,fr FRA,28,3067,fr Ligue 1,35,35,0.066106443,0.115686275,0.828011204,0.228011204,0.830812325,0.236134454,0.321848739,0.505882353,0.575952915,0.82464986,0.959663866,0.702521008,0.228011204,0.874509804,0.836414566,0.322521008,7
509,Jonathan Gradit,Lens,Centre-Back,fr FRA,27,2823,fr Ligue 1,33,33,0.802240896,0.170308123,0.684593838,0.496358543,0.311484594,0.236134454,0.681792717,0.40952381,0.646020179,0.771428571,0.931092437,0.843137255,0.496358543,0.557422969,0.955742297,0.294453782,7
510,Jonathan Gradit,Caen,Centre-Back,fr FRA,25,2010,fr Ligue 1,24,23,0.329971989,0.00952381,0.270028011,0.919887955,0.59719888,0.236134454,0.321848739,0.422128852,0.575952915,0.863865546,0.46442577,0.906442577,0.919887955,0.657142857,0.931092437,0.057366947,19
511,Nemanja Gudelj,Sevilla,Centre-Back,rs SRB,30,2779,es La Liga,34,31,0.912044818,0.570868347,0.813445378,0.502240896,0.0767507,0.855462185,0.690196078,0.455462185,0.940022422,0.266666667,0.636414566,0.185994398,0.502240896,0.381512605,0.290756303,0.374173669,12
512,Nemanja Gudelj,Sevilla,Centre-Back,rs SRB,29,1046,es La Liga,21,9,0.051540616,0.913165266,0.825770308,0.228011204,0.788795518,0.236134454,0.321848739,0.814005602,0.575952915,0.817927171,0.099719888,0.504481793,0.228011204,0.421288515,0.028291317,0.470252101,4
513,Nemanja Gudelj,Sevilla,Centre-Back,rs SRB,28,1041,es La Liga,30,10,0.207282913,0.058823529,0.956862745,0.967507003,0.132212885,0.236134454,0.321848739,0.64929972,0.420683857,0.887394958,0.248739496,0.507002801,0.967507003,0.422408964,0.763585434,0.077535014,4
514,Nemanja Gudelj,Sevilla,Centre-Back,rs SRB,27,1216,es La Liga,24,9,0.822969188,0.189915966,0.784313725,0.767507003,0.333893557,0.236134454,0.321848739,0.830812325,0.420683857,0.141176471,0.337815126,0.831932773,0.767507003,0.333893557,0.801120448,0.272717087,4
515,Marc Guéhi,Crystal Palace,Centre-Back,eng ENG,22,3329,eng Premier League,37,37,0.182072829,0.28907563,0.654901961,0.788235294,0.833053221,0.475630252,0.321848739,0.223529412,0.30661435,0.36302521,0.43977591,0.555742297,0.788235294,0.663305322,0.66162465,0.234173669,11
516,Marc Guéhi,Crystal Palace,Centre-Back,eng ENG,21,3222,eng Premier League,36,36,0.109803922,0.328851541,0.783193277,0.228011204,0.520448179,0.665546218,0.65210084,0.182072829,0.30661435,0.107563025,0.515406162,0.565266106,0.228011204,0.403081232,0.825770308,0.302857143,12
517,Manuel Gulde,Freiburg,Centre-Back,de GER,31,643,de Bundesliga,15,8,0.472829132,0.259943978,0.557983193,0.228011204,0.45210084,0.941736695,0.321848739,0.93837535,0.747477578,0.978711485,0.549579832,0.424369748,0.228011204,0.685154062,0.028291317,0.302969188,5
518,Manuel Gulde,Freiburg,Centre-Back,de GER,30,1225,de Bundesliga,20,14,0.291876751,0.53557423,0.371428571,0.228011204,0.204761905,0.236134454,0.321848739,0.03697479,0.646020179,0.393277311,0.258263305,0.20952381,0.228011204,0.131092437,0.227170868,0.23512605,6
519,Manuel Gulde,Freiburg,Centre-Back,de GER,29,1954,de Bundesliga,27,22,0.279551821,0.396078431,0.643697479,0.228011204,0.228011204,0.839215686,0.321848739,0.287955182,0.928251121,0.733333333,0.326610644,0.261064426,0.228011204,0.035854342,0.322128852,0.263865546,10
520,Manuel Gulde,Freiburg,Centre-Back,de GER,28,1371,de Bundesliga,17,15,0.44929972,0.287955182,0.630252101,0.716806723,0.128851541,0.72605042,0.321848739,0.86442577,0.261491031,0.553501401,0.754061625,0.392717087,0.716806723,0.843977591,0.843137255,0.155910364,8
521,Manuel Gulde,Freiburg,Centre-Back,de GER,27,1712,de Bundesliga,21,20,0.662184874,0.295798319,0.368067227,0.228011204,0.013445378,0.650980392,0.321848739,0.669467787,0.689742152,0.490756303,0.498039216,0.14789916,0.228011204,0.365826331,0.227170868,0.222296919,13
522,Koray Günter,Hellas Verona,Centre-Back,de GER,27,1003,it Serie A,13,11,0.343697479,0.196078431,0.135014006,0.228011204,0.935014006,0.830812325,0.321848739,0.923809524,0.689742152,0.981512605,0.554621849,0.256022409,0.228011204,0.954061625,0.646498599,0.276358543,17
523,Koray Günter,Sampdoria,Centre-Back,de GER,27,776,it Serie A,10,8,0.896358543,0.90140056,0.398879552,0.228011204,0.554621849,0.236134454,0.321848739,0.60280112,0.575952915,0.41232493,0.307282913,0.046498599,0.228011204,0.579831933,0.507563025,0.50464986,20
524,Koray Günter,Hellas Verona,Centre-Back,de GER,26,2411,it Serie A,30,29,0.300280112,0.76302521,0.322128852,0.546778711,0.940056022,0.236134454,0.321848739,0.219047619,0.420683857,0.970308123,0.719887955,0.212885154,0.546778711,0.643137255,0.305322129,0.355742297,9
525,Koray Günter,Hellas Verona,Centre-Back,de GER,25,1768,it Serie A,27,21,0.133893557,0.617366947,0.752380952,0.228011204,0.794397759,0.236134454,0.942296919,0.517086835,0.420683857,0.998319328,0.710364146,0.143977591,0.228011204,0.743417367,0.869467787,0.414005602,10
526,Koray Günter,Hellas Verona,Centre-Back,de GER,24,2733,it Serie A,32,31,0.593277311,0.406722689,0.541736695,0.509803922,0.783753501,0.236134454,0.321848739,0.092436975,0.357623318,0.783193277,0.426890756,0.395518207,0.509803922,0.117086835,0.727731092,0.363137255,9
527,Koray Günter,Genoa,Centre-Back,de GER,23,835,it Serie A,14,8,0.940336134,0.73557423,0.346218487,0.228011204,0.148459384,0.236134454,0.321848739,0.954621849,0.357623318,0.838095238,0.220168067,0.046498599,0.228011204,0.942296919,0.028291317,0.388515406,17
528,Alexander Hack,Mainz 05,Centre-Back,de GER,28,1132,de Bundesliga,19,14,0.701960784,0.189355742,0.105322129,0.783753501,0.891876751,0.236134454,0.321848739,0.824929972,0.575952915,0.825210084,0.764705882,0.224089636,0.783753501,0.757983193,0.610364146,0.220952381,9
529,Alexander Hack,Mainz 05,Centre-Back,de GER,27,2074,de Bundesliga,28,24,0.133893557,0.569747899,0.265546218,0.585434174,0.946218487,0.934453782,0.770308123,0.707563025,0.718049327,0.926610644,0.546778711,0.126610644,0.585434174,0.870588235,0.42745098,0.265994398,8
530,Alexander Hack,Mainz 05,Centre-Back,de GER,26,1370,de Bundesliga,21,14,0.859383754,0.659663866,0.174789916,0.917086835,0.89859944,0.726610644,0.321848739,0.776470588,0.80941704,0.982072829,0.584313725,0.189355742,0.917086835,0.845098039,0.916526611,0.335070028,12
531,Alexander Hack,Mainz 05,Centre-Back,de GER,25,805,de Bundesliga,14,9,0.002240896,0.59719888,0.176470588,0.883473389,0.443417367,0.236134454,0.321848739,0.949019608,0.30661435,0.969747899,0.765266106,0.046498599,0.883473389,0.880112045,0.227170868,0.067170868,13
532,Alexander Hack,Mainz 05,Centre-Back,de GER,24,1020,de Bundesliga,14,11,0.030812325,0.706442577,0.154621849,0.970868347,0.908123249,0.825490196,0.913445378,0.966386555,0.689742152,0.998879552,0.751260504,0.046498599,0.970868347,0.436414566,0.933333333,0.165826331,12
533,Dennis Hadzikadunic,Mallorca,Centre-Back,ba BIH,24,614,es La Liga,8,7,0.684593838,0.352380952,0.063865546,0.228011204,0.122408964,0.236134454,0.321848739,0.799439776,0.420683857,0.011204482,0.414005602,0.046498599,0.228011204,0.035854342,0.028291317,0.199047619,9
534,Andreas Hanche-Olsen,Mainz 05,Centre-Back,no NOR,25,1497,de Bundesliga,17,17,0.86162465,0.863305322,0.065546218,0.901680672,0.907002801,0.684313725,0.991596639,0.4,0.83632287,0.85210084,0.354061625,0.821288515,0.901680672,0.731372549,0.650980392,0.359159664,9
535,Makoto Hasebe,Eint Frankfurt,Centre-Back,jp JPN,38,1306,de Bundesliga,18,15,0.652661064,0.030812325,0.82745098,0.228011204,0.872268908,0.236134454,0.321848739,0.38487395,0.646020179,0.322689076,0.71372549,0.198319328,0.228011204,0.297478992,0.028291317,0.431036415,7
536,Makoto Hasebe,Eint Frankfurt,Centre-Back,jp JPN,37,1187,de Bundesliga,18,12,0.038095238,0.034733894,0.77254902,0.228011204,0.998879552,0.236134454,0.321848739,0.857703081,0.646020179,0.712044818,0.853221289,0.639215686,0.228011204,0.570308123,0.719887955,0.3232493,11
537,Makoto Hasebe,Eint Frankfurt,Centre-Back,jp JPN,36,2288,de Bundesliga,29,26,0.818487395,0.213445378,0.831372549,0.780392157,0.968067227,0.236134454,0.321848739,0.831372549,0.575952915,0.365826331,0.965826331,0.875630252,0.780392157,0.586554622,0.407282913,0.410196078,5
538,Makoto Hasebe,Eint Frankfurt,Centre-Back,jp JPN,35,1968,de Bundesliga,23,21,0.792717087,0.092436975,0.766946779,0.228011204,0.97535014,0.236134454,0.321848739,0.814565826,0.646020179,0.338935574,0.953501401,0.785434174,0.228011204,0.857142857,0.560784314,0.479887955,9
539,Makoto Hasebe,Eint Frankfurt,Centre-Back,jp JPN,34,2520,de Bundesliga,28,28,0.800560224,0.078431373,0.589355742,0.869747899,0.989355742,0.236134454,0.321848739,0.408683473,0.575952915,0.53977591,0.886834734,0.524369748,0.869747899,0.620448179,0.647619048,0.317591036,7
540,Dominique Heintz,Bochum,Centre-Back,de GER,28,795,de Bundesliga,11,8,0.806722689,0.494677871,0.300280112,0.228011204,0.749579832,0.236134454,0.321848739,0.921008403,0.420683857,0.485714286,0.284593838,0.885714286,0.228011204,0.78767507,0.91092437,0.42464986,14
541,Dominique Heintz,Freiburg,Centre-Back,de GER,26,1369,de Bundesliga,21,14,0.11372549,0.380392157,0.715966387,0.228011204,0.556862745,0.236134454,0.321848739,0.673389356,0.496636771,0.942857143,0.895238095,0.700280112,0.228011204,0.488515406,0.53557423,0.307787115,10
